,IXIC,RUA,VIX,DJI,GSPC,RUT,BTCUSDT,LTCUSDT,XRPUSDT,ETHUSDT
2017-09-19,6461.319824,1483.800049,10.18,22370.800781,2506.649902,1440.400024,3910.04,,,284.0
2017-09-20,6456.040039,1485.48999,9.78,22412.589844,2508.23999,1445.420044,3900.0,,,282.0
2017-09-21,6422.689941,1481.26001,9.67,22359.230469,2500.600098,1444.180054,3609.99,,,257.0
2017-09-22,6426.919922,1482.859985,9.59,22349.589844,2502.219971,1450.780029,3595.87,,,264.0
2017-09-23,6408.143229333334,1481.916666333333,9.796666666666667,22331.756510666666,2500.366618,1451.1733396666666,3780.0,,,285.93
2017-09-24,6389.366536666666,1480.9733476666668,10.003333333333334,22313.92317733333,2498.513265,1451.5666503333334,3660.02,,,282.0
2017-09-25,6370.589844,1480.030029,10.21,22296.089844,2496.659912,1451.959961,3920.75,,,294.42
2017-09-26,6380.160156,1480.459961,10.17,22284.320313,2496.840088,1456.859985,3882.35,,,287.9
2017-09-27,6453.259765999999,1488.369995,9.87,22340.710938,2507.040039,1484.810059,4193.0,,,309.74
2017-09-28,6453.450195,1490.339966,9.55,22381.199219,2510.060059,1488.790039,4174.5,,,302.44
2017-09-29,6495.959961,1495.430054,9.51,22405.089844,2519.360107,1490.859985,4174.69,,,292.22
2017-09-30,6502.880045666668,1497.8300376666666,9.49,22455.92643233333,2522.6134436666666,1497.0633136666668,4378.51,,,304.36
2017-10-01,6509.800130333332,1500.230021333333,9.47,22506.763020666665,2525.8667803333333,1503.266642333333,4378.48,,,303.95
2017-10-02,6516.720215,1502.630005,9.45,22557.599609,2529.1201170000004,1509.469971,4380.0,,,296.5
2017-10-03,6531.709961,1506.01001,9.51,22641.669922,2534.580078,1511.969971,4310.0,,,292.48
2017-10-04,6534.629883,1507.439941,9.63,22661.640625,2537.73999,1507.76001,4208.59,,,291.99
2017-10-05,6585.3598630000015,1515.310059,9.19,22775.390625,2552.070068,1512.089966,4292.43,,,294.81
2017-10-06,6590.180176,1513.689941,9.65,22773.669922,2549.330078,1510.219971,4369.0,,,310.8
2017-10-07,6586.696777333334,1512.623290666667,9.876666666666667,22769.47005233333,2547.7967120000003,1508.0000003333332,4423.0,,,311.01
2017-10-08,6583.213378666666,1511.5566403333335,10.103333333333332,22765.27018266667,2546.263346,1505.780029666667,4640.0,,,311.07
2017-10-09,6579.72998,1510.48999,10.33,22761.070313,2544.72998,1503.560059,4786.95,,,297.19
2017-10-10,6587.25,1513.959961,10.08,22830.679688,2550.639893,1508.01001,4783.06,,,298.64
2017-10-11,6603.549805,1516.290039,9.85,22872.890625,2555.23999,1506.920044,4821.43,,,304.01
2017-10-12,6591.509765999999,1514.0,9.91,22841.009766,2550.929932,1505.160034,5430.0,,,303.99
2017-10-13,6605.799805,1514.890015,9.61,22871.720703,2553.169922,1502.660034,5649.98,,,337.96
2017-10-14,6611.866536666666,1515.6433513333334,9.71,22900.13411466667,2554.659912333333,1502.666707333333,5869.99,,,342.0
2017-10-15,6617.933268333332,1516.3966876666666,9.81,22928.54752633333,2556.1499026666665,1502.6733806666666,5709.99,,,337.96
2017-10-16,6624.0,1517.150024,9.91,22956.960938,2557.639893,1502.680054,5760.02,,,335.19
2017-10-17,6623.660156,1517.5,10.31,22997.439453,2559.360107,1497.5,5595.0,,,315.19
2017-10-18,6624.220215,1519.130005,10.07,23157.599609,2561.26001,1505.140015,5512.06,,,309.7
2017-10-19,6605.069824,1519.349976,10.05,23163.039063,2562.100098,1502.040039,5683.9,,,308.66
2017-10-20,6629.049805,1527.189941,9.97,23328.630859,2575.209961,1509.25,6010.01,,,304.51
2017-10-21,6614.976562666668,1524.923299,10.336666666666668,23310.407552,2571.799967333333,1505.3299966666666,6024.97,,,298.94
2017-10-22,6600.903320333333,1522.656657,10.703333333333333,23292.184245,2568.3899736666667,1501.4099933333334,5950.02,,,293.79
2017-10-23,6586.830078,1520.390015,11.07,23273.960938,2564.97998,1497.48999,5915.93,,,281.09
2017-10-24,6598.430176,1522.880005,11.16,23441.759766,2569.129883,1500.420044,5477.03,,,297.38
2017-10-25,6563.8901369999985,1515.430054,11.23,23329.460938,2557.149902,1493.47998,5689.99,,,294.49
2017-10-26,6556.77002,1518.02002,11.3,23400.859375,2560.399902,1497.459961,5861.77,,,294.71
2017-10-27,6701.259765999999,1529.829956,9.8,23434.189453,2581.070068,1508.319946,5768.83,,,296.33
2017-10-28,6700.493164333333,1527.7633056666666,10.033333333333333,23405.70638,2578.3234046666666,1502.5133053333334,5719.64,,,291.87
2017-10-29,6699.726562666666,1525.6966553333334,10.266666666666667,23377.223307,2575.5767413333333,1496.706664666667,6169.98,,,305.0
2017-10-30,6698.959961,1523.630005,10.5,23348.740234,2572.830078,1490.900024,6120.5,,,307.25
2017-10-31,6727.669922,1526.5,10.18,23377.240234,2575.26001,1502.530029,6463.0,,,304.9
2017-11-01,6716.529785,1527.51001,10.2,23435.009766,2579.360107,1492.780029,6753.98,,,287.01
2017-11-02,6714.939941,1527.920044,9.93,23516.259766,2579.850098,1496.550049,7019.98,,,283.12
2017-11-03,6764.439941,1532.27002,9.14,23539.189453,2587.840088,1494.910034,7115.04,,,304.08
2017-11-04,6771.773274333333,1533.053345,9.226666666666668,23542.266276,2588.936686333333,1495.926676333333,7357.09,,,298.04
2017-11-05,6779.1066076666675,1533.83667,9.313333333333334,23545.343099,2590.0332846666665,1496.943318666667,7345.01,,,295.53
2017-11-06,6786.439941,1534.619995,9.4,23548.419922,2591.129883,1497.959961,6960.12,,,297.97
2017-11-07,6767.779785,1532.140015,9.89,23557.230469,2590.639893,1479.089966,7064.04,,,291.78
2017-11-08,6789.120117,1534.449951,9.78,23563.359375,2594.379883,1481.72998,7303.0,,,303.02
2017-11-09,6750.049805,1528.400024,10.5,23461.939453,2584.6201170000004,1475.02002,7079.99,,,317.87
2017-11-10,6750.939941,1527.48999,11.29,23422.210938,2582.300049,1475.27002,6506.98,,,293.5
2017-11-11,6753.159993333334,1527.943318666667,11.36,23428.040365,2583.1467286666666,1475.203328666667,6245.05,,,310.02
2017-11-12,6755.380045666668,1528.396647333333,11.43,23433.869792,2583.9934083333333,1475.136637333333,5811.03,,,305.24
2017-11-13,6757.600098000001,1528.849976,11.5,23439.699219,2584.840088,1475.069946,6465.99,,,312.99
2017-11-14,6737.870117,1525.27002,11.59,23409.470703,2578.8701170000004,1471.26001,6574.99,,,335.61
2017-11-15,6706.209961,1517.089966,13.13,23271.279297,2564.6201170000004,1464.089966,7240.06,,,331.33
2017-11-16,6793.290039,1530.530029,11.76,23458.359375,2585.639893,1486.880005,7864.5,,,331.49
2017-11-17,6782.790039,1528.329956,11.43,23358.240234,2578.850098,1492.819946,7699.19,,,331.23
2017-11-18,6785.430012999999,1529.283284333333,11.17,23382.270182,2579.946696333333,1496.3466386666666,7761.94,,,346.66
2017-11-19,6788.069987000001,1530.2366126666668,10.91,23406.30013,2581.0432946666665,1499.8733313333335,8038.0,,,354.15
2017-11-20,6790.709961,1531.189941,10.65,23430.330078,2582.139893,1503.400024,8212.0,,,367.42
2017-11-21,6862.47998,1541.790039,9.73,23590.830078,2599.030029,1518.890015,8119.51,,,362.12
2017-11-22,6867.359863,1540.689941,9.88,23526.179688,2597.080078,1516.76001,8205.92,,,380.65
2017-11-23,6878.2600095,1542.2199705,9.775,23542.084961,2599.75,1517.960022,8019.99,,,405.0
2017-11-24,6889.160156,1543.75,9.67,23557.990234,2602.419922,1519.160034,8138.0,,,469.0
2017-11-25,6885.613444,1543.2633463333334,9.736666666666666,23565.58658833333,2602.0865886666666,1517.2100423333334,8700.01,,,461.82
2017-11-26,6882.066731999999,1542.7766926666666,9.803333333333333,23573.182942666666,2601.753255333333,1515.2600506666665,9128.02,,,462.84
2017-11-27,6878.52002,1542.290039,9.87,23580.779297,2601.419922,1513.310059,9650.0,,,472.31
2017-11-28,6912.359863,1557.900024,10.03,23836.710938,2627.040039,1536.430054,9896.8,,,466.17
2017-11-29,6824.390137,1557.699951,10.7,23940.679688,2626.070068,1542.300049,9687.88,,,421.7
2017-11-30,6873.970215,1569.219971,11.28,24272.349609,2647.580078,1544.140015,9838.96,,,427.43
2017-12-01,6847.589844,1565.880005,11.43,24231.589844,2642.219971,1537.02002,10782.99,,,457.51
2017-12-02,6823.516601666667,1565.153320333333,11.513333333333335,24251.076823,2641.293294333333,1535.483358,10890.01,,,457.63
2017-12-03,6799.443359333332,1564.426635666667,11.596666666666666,24270.563802,2640.3666176666666,1533.9466960000002,11165.41,,,460.3
2017-12-04,6775.370117,1563.699951,11.68,24290.050781,2639.439941,1532.410034,11579.0,,,466.67
2017-12-05,6762.209961,1556.800049,11.33,24180.640625,2629.570068,1516.76001,11699.99,,,452.26
2017-12-06,6776.379883,1555.51001,11.02,24140.910156,2629.27002,1508.880005,13550.05,,,411.01
2017-12-07,6812.839844,1561.339966,10.16,24211.480469,2636.97998,1520.469971,16599.0,,,406.33
2017-12-08,6840.080078,1569.359985,9.58,24329.160156,2651.5,1521.719971,15880.0,,,442.56
2017-12-09,6851.746744666668,1570.7533363333334,9.5,24348.11653633333,2654.329996666667,1521.093302666667,14656.07,,,460.0
2017-12-10,6863.413411333332,1572.1466876666666,9.42,24367.07291666667,2657.159993333333,1520.466634333333,14899.98,,,427.35
2017-12-11,6875.080078,1573.540039,9.34,24386.029297,2659.98999,1519.839966,16587.97,,,508.7
2017-12-12,6862.319823999998,1574.920044,9.92,24504.800781,2664.110107,1516.119995,16349.99,,,620.0
2017-12-13,6875.799805,1574.819946,10.18,24585.429688,2662.850098,1524.449951,16033.29,290.01,,683.99
2017-12-14,6856.529785,1567.26001,10.49,24508.660156,2652.01001,1506.949951,16334.98,272.4,,679.76
2017-12-15,6936.580078,1582.079956,9.42,24651.740234,2675.810059,1530.420044,17539.83,294.0,,674.95
2017-12-16,6955.973307333333,1585.373291,9.456666666666667,24698.559895666665,2680.593343333333,1536.586710666667,19102.66,293.97,,682.81
2017-12-17,6975.366536666666,1588.666626,9.493333333333332,24745.37955733333,2685.3766276666665,1542.7533773333332,18860.02,311.4,,707.64
2017-12-18,6994.759765999999,1591.959961,9.53,24792.199219,2690.159912,1548.920044,18856.25,352.0,,784.0
2017-12-19,6963.850098000001,1586.160034,10.03,24754.75,2681.469971,1536.75,17295.2,338.48,,798.0
2017-12-20,6960.959961,1585.420044,9.72,24726.650391,2679.25,1540.079956,16488.98,302.7,,790.21
2017-12-21,6965.359863,1589.030029,9.62,24782.289063,2684.570068,1547.109985,15492.64,302.0,,782.41
2017-12-22,6959.959961,1588.25,9.9,24754.060547,2683.340088,1542.930054,13326.61,250.99,,635.97
2017-12-23,6954.0324707499985,1587.9375,9.9875,24752.09814475,2682.630066,1543.2550354999996,13300.0,253.44,,640.34
2017-12-24,6948.104980500001,1587.625,10.075,24750.1357425,2681.920044,1543.580017,13500.0,262.9,,658.0
2017-12-25,6942.17749025,1587.3125,10.1625,24748.17334025,2681.2100219999998,1543.9049985,13699.34,261.2,,714.95
2017-12-26,6936.25,1587.0,10.25,24746.210938,2680.5,1544.22998,15689.01,277.98,,750.0
2017-12-27,6939.339844,1588.160034,10.47,24774.300781,2682.6201170000004,1543.939941,15459.99,262.59,,739.89
2017-12-28,6950.160156,1591.449951,10.18,24837.509766,2687.540039,1548.930054,14182.11,244.68,,707.89
2017-12-29,6903.390137,1582.77002,11.04,24719.220703,2673.610107,1535.51001,14378.9,238.27,,733.99
2017-12-30,6929.26757825,1586.04501375,10.7225,24745.41796875,2679.1600949999997,1539.13501,12440.01,206.03,,681.06
2017-12-31,6955.145019499999,1589.3200075,10.405,24771.6152345,2684.710083,1542.76001,13716.36,223.69,,733.98
2018-01-01,6981.02246075,1592.59500125,10.0875,24797.81250025,2690.260071,1546.38501,13380.0,222.61,,754.99
2018-01-02,7006.899901999999,1595.869995,9.77,24824.009766,2695.810059,1550.01001,14675.11,247.33,,855.28
2018-01-03,7065.529785,1605.189941,9.15,24922.679688,2713.060059,1552.579956,14919.51,238.77,,934.03
2018-01-04,7077.910156,1611.02002,9.22,25075.130859,2723.98999,1555.719971,15059.54,233.0,,940.0
2018-01-05,7136.560059,1621.369995,9.22,25295.869141,2743.149902,1560.01001,16960.39,240.54,,959.3
2018-01-06,7143.503418333334,1622.3633220000002,9.32,25291.57942733333,2744.6699216666666,1560.610026333333,17069.79,275.28,,1004.11
2018-01-07,7150.446777666668,1623.356649,9.42,25287.289713666665,2746.189941333333,1561.2100426666666,16150.03,269.01,,1123.09
2018-01-08,7157.390137,1624.349976,9.52,25283.0,2747.709961,1561.810059,14902.54,252.65,,1133.18
2018-01-09,7163.580078,1625.920044,10.08,25385.800781,2751.290039,1560.099976,14400.0,244.48,,1291.0
2018-01-10,7153.569823999998,1623.959961,9.82,25369.130859,2748.22998,1559.800049,14907.09,247.63,,1247.0
2018-01-11,7211.779785,1637.380005,9.88,25574.730469,2767.560059,1586.790039,13238.78,223.77,,1138.93
2018-01-12,7261.060059,1647.369995,10.16,25803.189453,2786.23999,1591.969971,13740.01,233.11,,1253.87
2018-01-13,7251.7175295,1645.4924925,10.535,25800.6069335,2783.7849730000003,1587.219971,14210.0,257.98,,1388.02
2018-01-14,7242.375,1643.61499,10.91,25798.024414,2781.329956,1582.469971,13474.99,234.12,,1347.0
2018-01-15,7233.0324705,1641.7374875,11.285,25795.4418945,2778.8749390000007,1577.719971,13539.93,229.5,,1271.0
2018-01-16,7223.689941,1639.859985,11.66,25792.859375,2776.419922,1572.969971,10900.0,179.28,,1000.0
2018-01-17,7298.279785,1654.98999,11.91,26115.650391,2802.560059,1586.660034,10988.79,182.44,,1000.0
2018-01-18,7296.049805,1651.540039,12.22,26017.810547,2798.030029,1576.72998,10961.97,186.14,,994.0
2018-01-19,7336.379883,1660.680054,11.27,26071.720703,2810.300049,1597.630005,11474.98,191.42,,1032.5
2018-01-20,7360.263183666666,1665.0133873333332,11.19,26119.347005,2817.856689666666,1600.1433513333334,12799.94,210.4,,1152.75
2018-01-21,7384.146484333332,1669.346720666667,11.11,26166.973307,2825.4133303333333,1602.6566976666666,11530.0,190.16,,1049.0
2018-01-22,7408.029785,1673.680054,11.03,26214.599609,2832.969971,1605.170044,10760.05,178.0,,993.0
2018-01-23,7460.290039,1677.719971,11.1,26210.810547,2839.129883,1610.709961,10799.18,176.98,,980.0
2018-01-24,7415.060059,1675.52002,11.47,26252.119141,2837.540039,1601.77002,11349.99,180.89,,1061.0
2018-01-25,7411.160156,1676.329956,11.58,26392.789063,2839.25,1601.670044,11175.27,179.59,,1056.52
2018-01-26,7505.77002,1694.22998,11.08,26616.710938,2872.8701170000004,1608.060059,11089.0,177.09,,1051.03
2018-01-27,7492.683268666668,1690.3999833333332,12.0,26557.634115,2866.4234210000004,1604.743367666667,11491.0,182.1,,1118.99
2018-01-28,7479.596517333332,1686.5699866666666,12.92,26498.557292,2859.976725,1601.426676333333,11879.95,196.74,,1251.96
2018-01-29,7466.509765999999,1682.7399899999998,13.84,26439.480469,2853.530029,1598.109985,11251.0,181.5,,1177.01
2018-01-30,7402.47998,1664.75,14.79,26076.890625,2822.429932,1582.819946,10237.51,168.21,,1085.5
2018-01-31,7411.47998,1664.680054,13.54,26149.390625,2823.810059,1574.97998,10285.1,165.19,,1124.81
2018-02-01,7385.859863,1664.369995,13.47,26186.710938,2821.97998,1579.869995,9224.52,143.69,,1041.94
2018-02-02,7240.950195,1629.560059,17.309998999999998,25520.960938,2762.129883,1547.27002,8873.03,131.68,,922.3
2018-02-03,7149.8100583333335,1607.926717333333,23.979999333333332,25129.223958666666,2724.399902333333,1528.543335333333,9199.96,160.3,,971.0
2018-02-04,7058.6699216666675,1586.2933756666666,30.649999666666666,24737.48697933333,2686.6699216666666,1509.8166506666666,8184.81,147.09,,823.56
2018-02-05,6967.529785,1564.660034,37.32,24345.75,2648.939941,1491.089966,6939.99,125.17,,697.92
2018-02-06,7115.879883,1589.780029,29.98,24912.769531,2695.139893,1507.170044,7652.14,141.0,,779.25
