,IXIC,RUA,VIX,DJI,GSPC,RUT,BTCUSDT,LTCUSDT,XRPUSDT,ETHUSDT
2017-09-05,6375.569824,1453.699951,12.23,21753.310547,2457.850098,1399.660034,4366.47,,,312.09
2017-09-06,6393.310059,1457.77002,11.63,21807.640625,2465.540039,1402.199951,4619.77,,,335.0
2017-09-07,6397.870117,1456.829956,11.55,21784.779297,2465.100098,1398.670044,4691.61,,,334.49
2017-09-08,6360.189941,1455.25,12.12,21797.789063,2461.429932,1399.430054,4282.8,,,302.99
2017-09-09,6384.213215999999,1460.5666503333334,11.656666666666665,21884.315755666667,2470.3233236666665,1404.5633546666666,4258.81,,,296.74
2017-09-10,6408.236491,1465.8833006666666,11.193333333333333,21970.842448333333,2479.216715333333,1409.6966553333334,4130.37,,,293.5
2017-09-11,6432.259765999999,1471.199951,10.73,22057.369141,2488.110107,1414.829956,4208.47,,,297.3
2017-09-12,6454.279785,1476.680054,10.58,22118.859375,2496.47998,1423.459961,4163.72,,,293.96
2017-09-13,6460.189941,1477.709961,10.5,22158.179688,2498.3701170000004,1426.890015,3944.69,,,276.91
2017-09-14,6429.080078,1476.099976,10.44,22203.480469,2495.6201170000004,1425.02002,3189.02,,,215.21
2017-09-15,6448.470215,1479.280029,10.17,22268.339844,2500.22998,1431.709961,3700.0,,,253.0
2017-09-16,6450.526855666668,1480.363362333333,10.163333333333334,22289.343099,2501.443359000001,1434.833292666667,3714.95,,,249.31
2017-09-17,6452.583496333333,1481.446695666667,10.156666666666666,22310.346353999998,2502.6567379999997,1437.9566243333334,3699.99,,,257.55
2017-09-18,6454.6401369999985,1482.530029,10.15,22331.349609,2503.8701170000004,1441.079956,4035.01,,,294.57
